id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:263:JVM:标记-整理算法:has_part:G1,JVM:标记-整理算法,JVM:G1,has_part,标记-整理算法,G1,垃圾回收算法实体,垃圾回收器实体,0.726,"G1(Garbage First)收集器(标记-整理算法):Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:264:JVM:标记-整理算法:has_part:Java 堆,JVM:标记-整理算法,JVM:Java 堆,has_part,标记-整理算法,Java 堆,垃圾回收算法实体,内存区域实体,0.792,"G1(Garbage First)收集器(标记-整理算法):Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:265:JVM:标记-整理算法:has_part:Parallel Scavenge,JVM:标记-整理算法,JVM:Parallel Scavenge,has_part,标记-整理算法,Parallel Scavenge,垃圾回收算法实体,垃圾回收器实体,0.702,"Parallel Old收集器(标记-整理算法):老年代并行收集器,吞吐量优先,Parallel Scavenge收集器的老年代版本",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:266:JVM:标记-整理算法:has_part:Serial,JVM:标记-整理算法,JVM:Serial,has_part,标记-整理算法,Serial,垃圾回收算法实体,垃圾回收器实体,0.732,"Serial Old收集器(标记-整理算法):老年代单线程收集器,Serial收集器的老年代版本",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:267:JVM:标记-整理算法:has_part:gc,JVM:标记-整理算法,JVM:gc,has_part,标记-整理算法,gc,垃圾回收算法实体,领域实体,0.768,"标记-整理算法:复制算法在 GC 之后存活对象较少的情况下效率比较高,但如果存活对象比较多时,会执行较多的复制操作,效率就会下降",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:268:JVM:标记-整理算法:has_part:复制算法,JVM:标记-整理算法,JVM:复制算法,has_part,标记-整理算法,复制算法,垃圾回收算法实体,垃圾回收算法实体,0.784,"标记-整理算法:复制算法在 GC 之后存活对象较少的情况下效率比较高,但如果存活对象比较多时,会执行较多的复制操作,效率就会下降",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:269:JVM:标记-整理算法:has_part:存活对象,JVM:标记-整理算法,JVM:存活对象,has_part,标记-整理算法,存活对象,垃圾回收算法实体,垃圾回收核心概念实体,0.738,"标记-整理算法:复制算法在 GC 之后存活对象较少的情况下效率比较高,但如果存活对象比较多时,会执行较多的复制操作,效率就会下降",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:270:JVM:标记-整理算法:has_part:线程,JVM:标记-整理算法,JVM:线程,has_part,标记-整理算法,线程,垃圾回收算法实体,线程与私有性相关实体,0.768,"Serial Old收集器(标记-整理算法):老年代单线程收集器,Serial收集器的老年代版本",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:271:JVM:标记-整理算法:has_part:老年代,JVM:标记-整理算法,JVM:老年代,has_part,标记-整理算法,老年代,垃圾回收算法实体,堆结构实体,0.792,"Serial Old收集器(标记-整理算法):老年代单线程收集器,Serial收集器的老年代版本",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:272:JVM:标记-清除算法:has_part:老年代,JVM:标记-清除算法,JVM:老年代,has_part,标记-清除算法,老年代,垃圾回收算法实体,堆结构实体,0.792,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法):老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:280:JVM:栈帧创建:has_part:JVM,JVM:栈帧创建,JVM:JVM,has_part,栈帧创建,JVM,栈与栈帧相关实体,领域实体,0.75,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:281:JVM:栈帧创建:has_part:Java 虚拟机栈,JVM:栈帧创建,JVM:Java 虚拟机栈,has_part,栈帧创建,Java 虚拟机栈,栈与栈帧相关实体,领域实体,0.69,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:282:JVM:栈帧创建:has_part:线程,JVM:栈帧创建,JVM:线程,has_part,栈帧创建,线程,栈与栈帧相关实体,线程与私有性相关实体,0.708,"栈帧创建:在调用一个方法前,JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧,用于存储局部变量表、操作数栈、动态链接、方法出口等信息",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:302:JVM:符号引用:has_part:运行时常量池,JVM:符号引用,JVM:运行时常量池,has_part,符号引用,运行时常量池,方法区与元数据相关实体,内存区域实体,0.694,"运行时常量池:是方法区的一部分,用于存放编译期生成的各种字面量和符号引用,具有动态性,运行时也可将新的常量放入池中",部分整体关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:311:JVM:简化了加载流程:has_part:加载,JVM:简化了加载流程,JVM:加载,has_part,简化了加载流程,加载,类加载过程实体,类加载过程实体,0.67,"简化了加载流程:通过委派,大部分类能够被正确的类加载器加载,减少了每个加载器需要处理的类的数量,简化了类的加载过程,提高了加载效率",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:312:JVM:简化了加载流程:has_part:类加载,JVM:简化了加载流程,JVM:类加载,has_part,简化了加载流程,类加载,类加载过程实体,领域实体,0.714,"简化了加载流程:通过委派,大部分类能够被正确的类加载器加载,减少了每个加载器需要处理的类的数量,简化了类的加载过程,提高了加载效率",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:313:JVM:类初始化:has_part:初始化,JVM:类初始化,JVM:初始化,has_part,类初始化,初始化,类加载过程实体,类加载过程实体,0.616,"最后是初始化阶段(initialization),这一步真正去执行类初始化的代码逻辑,包括静态字段赋值的动作,以及执行类定义中的静态初始化块内的逻辑,编译器在编译阶段就会把这部分逻辑整理好,父类型的初始化逻辑优先于当前类型的逻辑",整体部分关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:321:JVM:类加载检查:has_part:new 指令,JVM:类加载检查,JVM:new 指令,has_part,类加载检查,new 指令,领域实体,对象与字符串相关实体,0.756,"类加载检查:虚拟机遇到一条 new 指令时,首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用,并且检查这个符号引用代表的类是否已被加载过、解析和初始化过",枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:323:JVM:线程:has_part:对象引用,JVM:线程,JVM:对象引用,has_part,线程,对象引用,线程与私有性相关实体,栈与栈帧相关实体,0.744,"线程:未停止的线程可能持有对象引用,无法被回收",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:345:JVM:运行时常量池:has_part:常量池,JVM:运行时常量池,JVM:常量池,has_part,运行时常量池,常量池,内存区域实体,方法区与元数据相关实体,0.75,"运行时常量池:存储着在类文件中的常量池数据,在类加载后在方法区生成该运行时常量池",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:346:JVM:运行时常量池:has_part:方法区,JVM:运行时常量池,JVM:方法区,has_part,运行时常量池,方法区,内存区域实体,内存区域实体,0.778,"运行时常量池:是方法区的一部分,用于存放编译期生成的各种字面量和符号引用,具有动态性,运行时也可将新的常量放入池中",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:347:JVM:运行时常量池:has_part:类加载,JVM:运行时常量池,JVM:类加载,has_part,运行时常量池,类加载,内存区域实体,领域实体,0.708,"运行时常量池:存储着在类文件中的常量池数据,在类加载后在方法区生成该运行时常量池",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:352:JVM:连接:has_part:准备,JVM:连接,JVM:准备,has_part,连接,准备,类加载过程实体,类加载过程实体,0.766,连接:验证、准备、解析 3 个阶段统称为连接,枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:353:JVM:连接:has_part:解析,JVM:连接,JVM:解析,has_part,连接,解析,类加载过程实体,类加载过程实体,0.748,连接:验证、准备、解析 3 个阶段统称为连接,枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:354:JVM:连接:has_part:验证,JVM:连接,JVM:验证,has_part,连接,验证,类加载过程实体,类加载过程实体,0.784,连接:验证、准备、解析 3 个阶段统称为连接,枚举结构关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:356:JVM:静态变量:has_part:类初始化,JVM:静态变量,JVM:类初始化,has_part,静态变量,类初始化,方法区与元数据相关实体,类加载过程实体,0.72,"静态变量:存储类的静态变量,这些变量在类初始化的时候被赋值",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:357:JVM:静态集合:has_part:ArrayList,JVM:静态集合,JVM:ArrayList,has_part,静态集合,ArrayList,场景与问题实体,代码与容器实体,0.696,"静态集合:使用静态数据结构(如HashMap或ArrayList)存储对象,且未清理",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:358:JVM:静态集合:has_part:HashMap,JVM:静态集合,JVM:HashMap,has_part,静态集合,HashMap,场景与问题实体,代码与容器实体,0.744,"静态集合:使用静态数据结构(如HashMap或ArrayList)存储对象,且未清理",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:359:JVM:静态集合:has_part:使用,JVM:静态集合,JVM:使用,has_part,静态集合,使用,场景与问题实体,类加载过程实体,0.804,"静态集合:使用静态数据结构(如HashMap或ArrayList)存储对象,且未清理",枚举结构关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:361:JVM:验证:has_part:加载,JVM:验证,JVM:加载,has_part,验证,加载,类加载过程实体,类加载过程实体,0.59,"验证:确保class文件中的字节流包含的信息,符合当前虚拟机的要求,保证这个被加载的class类的正确性,不会危害到虚拟机的安全",整体部分关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:20:JVM:G1:implemented_by:JVM,JVM:G1,JVM:JVM,implemented_by,G1,JVM,垃圾回收器实体,领域实体,0.86,"大对象区(Large Object Space/Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",实现关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:118:JVM:key:implemented_by:ThreadLocal,JVM:key,JVM:ThreadLocal,implemented_by,key,ThreadLocal,代码与容器实体,代码与容器实体,0.67,"ThreadLocal的实现中,每个Thread维护一个ThreadLocalMap映射表,key是ThreadLocal实例本身,value是真正需要存储的Object",实现关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:205:JVM:大对象区:implemented_by:Humongous Objects,JVM:大对象区,JVM:Humongous Objects,implemented_by,大对象区,Humongous Objects,堆结构实体,堆结构实体,0.67,"大对象区(Large Object Space/Humongous Objects):在某些JVM实现中(如G1垃圾收集器),为大对象分配了专门的区域,称为大对象区或Humongous Objects区域",实现关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
