head,relation,tail,head_type,tail_type,evidence,pattern_name,source_file,confidence,method
布隆过滤器,used_for,误判率,具体数据结构实体,性质与规则实体,布隆过滤器是一种空间效率较高的概率型数据结构，用于判断元素是否存在于集合中，但存在一定的误判率,用途关系,data_structure.txt,0.66,rule_pattern_sentence_level
空间效率较高,used_for,误判率,性质与规则实体,性质与规则实体,布隆过滤器是一种空间效率较高的概率型数据结构，用于判断元素是否存在于集合中，但存在一定的误判率,用途关系,data_structure.txt,0.66,rule_pattern_sentence_level
队列,used_for,缓存系统,具体数据结构实体,应用场景实体,例如，栈用于括号匹配问题，队列用于广度优先搜索，堆用于实现优先队列，图用于建模网络关系，哈希表用于缓存系统,用途关系,data_structure.txt,0.66,rule_pattern_sentence_level
线性结构,has_part,链表,结构分类实体,具体数据结构实体,线性结构是指数据元素之间存在一对一关系的结构，主要包括数组、链表、栈和队列,整体部分关系,data_structure.txt,0.654,rule_pattern_sentence_level
删除,is_a,链表,算法与操作实体,具体数据结构实体,链表是一种链式存储结构，每个节点包含数据域和指针域，适合频繁插入和删除的场景,上位包含关系,data_structure.txt,0.644,rule_pattern_sentence_level
队列,is_a,线性结构,具体数据结构实体,结构分类实体,线性结构是指数据元素之间存在一对一关系的结构，主要包括数组、链表、栈和队列,上位包含关系,data_structure.txt,0.644,rule_pattern_sentence_level
链表,has_part,插入,具体数据结构实体,算法与操作实体,链表是一种链式存储结构，每个节点包含数据域和指针域，适合频繁插入和删除的场景,整体部分关系,data_structure.txt,0.642,rule_pattern_sentence_level
括号匹配问题,used_for,缓存系统,应用场景实体,应用场景实体,例如，栈用于括号匹配问题，队列用于广度优先搜索，堆用于实现优先队列，图用于建模网络关系，哈希表用于缓存系统,用途关系,data_structure.txt,0.64,rule_pattern_sentence_level
线性结构,has_part,队列,结构分类实体,具体数据结构实体,线性结构是指数据元素之间存在一对一关系的结构，主要包括数组、链表、栈和队列,整体部分关系,data_structure.txt,0.624,rule_pattern_sentence_level
链表,has_part,删除,具体数据结构实体,算法与操作实体,链表是一种链式存储结构，每个节点包含数据域和指针域，适合频繁插入和删除的场景,整体部分关系,data_structure.txt,0.624,rule_pattern_sentence_level
Throwable,is_a,父类,异常处理实体,数据类型实体,Throwable是顶级父类，下面分为Error（严重错误，不可处理）和Exception（可处理）,上下位关系,java.txt,0.862,rule_pattern_sentence_level
Runnable,implemented_by,Thread,线程与并发实体,线程与并发实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.846,rule_pattern_sentence_level
对象,is_a,实例,面向对象核心实体,面向对象核心实体,类（Class）和对象（Object）的关系：类是对象的模板，对象是类的实例,上下位关系,java.txt,0.842,rule_pattern_sentence_level
ArrayList,implemented_by,List,集合框架实体,集合框架实体,List的实现类：ArrayList（数组结构，查询快增删慢）、LinkedList（链表结构，增删快查询慢）、Vector（线程安全，较少用）,实现关系,java.txt,0.84,rule_pattern_sentence_level
Callable,implemented_by,Runnable,线程与并发实体,线程与并发实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.84,rule_pattern_sentence_level
HashMap,implemented_by,Map,集合框架实体,集合框架实体,Map的实现类：HashMap（无序，允许null键值）、Hashtable（线程安全，不允许null）、TreeMap（有序）、LinkedHashMap（保持插入顺序）,实现关系,java.txt,0.84,rule_pattern_sentence_level
HashSet,implemented_by,Set,集合框架实体,集合框架实体,Set的实现类：HashSet（无序，基于HashMap）、LinkedHashSet（有序）、TreeSet（排序，基于红黑树）,实现关系,java.txt,0.84,rule_pattern_sentence_level
接口,is_a,public,数据类型实体,关键字与修饰符实体,接口：所有方法默认是public abstract（Java 8后可以有默认方法和静态方法），字段默认是public static final,上下位关系,java.txt,0.832,rule_pattern_sentence_level
Runnable,implemented_by,继承,线程与并发实体,面向对象核心实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.83,rule_pattern_sentence_level
extends,is_a,单继承,关键字与修饰符实体,面向对象核心实体,继承使用extends关键字，Java是单继承，一个类只能有一个直接父类,上下位关系,java.txt,0.826,rule_pattern_sentence_level
元注解,used_for,注解,领域实体,领域实体,元注解（用于注解的注解）：@Retention、@Target、@Documented、@Inherited,用途关系,java.txt,0.822,rule_pattern_sentence_level
接口,implemented_by,抽象类,数据类型实体,数据类型实体,一个类只能继承一个抽象类，但可以实现多个接口,实现关系,java.txt,0.822,rule_pattern_sentence_level
Object,is_a,对象,面向对象核心实体,面向对象核心实体,类（Class）和对象（Object）的关系：类是对象的模板，对象是类的实例,上下位关系,java.txt,0.818,rule_pattern_sentence_level
String,is_a,immutable,数组与字符串实体,数组与字符串实体,String类是不可变的（immutable），任何修改都会产生新对象,上下位关系,java.txt,0.818,rule_pattern_sentence_level
接口,implemented_by,Thread,数据类型实体,线程与并发实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.818,rule_pattern_sentence_level
HashSet,depends_on,HashMap,集合框架实体,集合框架实体,Set的实现类：HashSet（无序，基于HashMap）、LinkedHashSet（有序）、TreeSet（排序，基于红黑树）,依赖关系,java.txt,0.814,rule_pattern_sentence_level
TreeSet,depends_on,红黑树,集合框架实体,集合框架实体,Set的实现类：HashSet（无序，基于HashMap）、LinkedHashSet（有序）、TreeSet（排序，基于红黑树）,依赖关系,java.txt,0.814,rule_pattern_sentence_level
接口,implemented_by,Runnable,数据类型实体,线程与并发实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.812,rule_pattern_sentence_level
接口,implemented_by,interface,数据类型实体,关键字与修饰符实体,接口使用interface关键字，一个类可以实现多个接口（implements）,实现关系,java.txt,0.812,rule_pattern_sentence_level
接口,implemented_by,继承,数据类型实体,面向对象核心实体,一个类只能继承一个抽象类，但可以实现多个接口,实现关系,java.txt,0.812,rule_pattern_sentence_level
Java,extends,父类,领域实体,数据类型实体,继承使用extends关键字，Java是单继承，一个类只能有一个直接父类,继承关系,java.txt,0.81,rule_pattern_sentence_level
互斥锁,implemented_by,实例,线程与并发实体,面向对象核心实体,synchronized关键字：修饰实例方法、静态方法、代码块，实现互斥锁,实现关系,java.txt,0.806,rule_pattern_sentence_level
Error,is_a,父类,异常处理实体,数据类型实体,Throwable是顶级父类，下面分为Error（严重错误，不可处理）和Exception（可处理）,上位包含关系,java.txt,0.8,rule_pattern_sentence_level
Throwable,is_a,Error,异常处理实体,异常处理实体,Throwable是顶级父类，下面分为Error（严重错误，不可处理）和Exception（可处理）,上下位关系,java.txt,0.8,rule_pattern_sentence_level
元注解,used_for,@Retention,领域实体,注解实体,元注解（用于注解的注解）：@Retention、@Target、@Documented、@Inherited,用途关系,java.txt,0.8,rule_pattern_sentence_level
数组,implemented_by,List,数据类型实体,集合框架实体,List的实现类：ArrayList（数组结构，查询快增删慢）、LinkedList（链表结构，增删快查询慢）、Vector（线程安全，较少用）,实现关系,java.txt,0.8,rule_pattern_sentence_level
局部变量,is_a,变量,变量与成员实体,变量与成员实体,变量分为局部变量、成员变量（实例变量）和静态变量（类变量）,上位包含关系,java.txt,0.798,rule_pattern_sentence_level
FutureTask,implemented_by,接口,线程与并发实体,数据类型实体,创建线程的方式：继承Thread类、实现Runnable接口、实现Callable接口（配合FutureTask）,实现关系,java.txt,0.794,rule_pattern_sentence_level
Checked Exception,is_a,Exception,异常处理实体,异常处理实体,Exception分为：Checked Exception（编译时异常，必须处理）和Unchecked Exception（运行时异常，不强制处理）,上位包含关系,java.txt,0.792,rule_pattern_sentence_level
byte,is_a,基本数据类型,数据类型实体,数据类型实体,基本数据类型包括：byte、short、int、long、float、double、char、boolean,上位包含关系,java.txt,0.792,rule_pattern_sentence_level
Java,is_a,父类,领域实体,数据类型实体,继承使用extends关键字，Java是单继承，一个类只能有一个直接父类,上下位关系,java.txt,0.79,rule_pattern_sentence_level
接口,is_a,abstract,数据类型实体,关键字与修饰符实体,接口：所有方法默认是public abstract（Java 8后可以有默认方法和静态方法），字段默认是public static final,上下位关系,java.txt,0.79,rule_pattern_sentence_level
抽象方法,is_a,abstract,抽象类与接口实体,关键字与修饰符实体,抽象类：使用abstract修饰，可以包含抽象方法和具体方法，不能实例化,上位包含关系,java.txt,0.788,rule_pattern_sentence_level
接口,is_a,引用数据类型,数据类型实体,数据类型实体,引用数据类型包括：类、接口、数组、枚举、注解,上位包含关系,java.txt,0.78,rule_pattern_sentence_level
